,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,1-CIGARETTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20 PLAYERS SK,,,,,,,,20S,,,3,,,,4,,,0,,1,,,2,,3,,,,0,,,,,13,,,,190.97,,,,101.180,,,57.96,,,-18426,,,0,,36.42,,
,,,,,,,,REGAL SIGNATURE 30G,,,,,,,,,,,3,,,,0,,,1,,3,,,1,,2,,,,0,,,,,10,,,,215.00,,,,142.920,,,36.25,,,-1010,,,0,,20.23,,
,,,,,,,,RIZLA MENTHOL CHILL,,,,,,,,,,,0,,,,1,,,2,,1,,,1,,1,,,,2,,,,,8,,,,4.72,,,,1.920,,,2.01,,,-2394,,,0,,51.19,,
,,,,,,,,20 JPS PLAYERS KS,,,,,,,,,,,1,,,,0,,,0,,2,,,1,,2,,,,1,,,,,7,,,,102.83,,,,54.480,,,31.21,,,-16627,,,0,,36.42,,
,,,,,,,,REGAL SIGNATURE SK,,,,,,,,,,,1,,,,1,,,0,,1,,,0,,0,,,,0,,,,,3,,,,41.07,,,,28.470,,,5.76,,,-1505,,,0,,16.82,,
,,,,,,,,SILKCUT SILVER,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,1,,,,,1,,,,18.99,,,,13.290,,,2.54,,,-74,,,0,,16.02,,
,,,,,,,,PLAYERS MAX,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,0,,,,,1,,,,14.59,,,,11.290,,,0.87,,,-118,,,0,,7.14,,
,,,,,,,,SOVEREIGN KS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,15.15,,,,7.980,,,4.65,,,-401,,,0,,36.80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,1-CIGARETTES,,,,,,,,,,,,,8,,,7,,,,3,,8,,,5,,,9,,,4,,,,44,,,,,603.32,,,,361.53,,,141.24,,,-40555,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sub Department Value,,,,,,,,,,,,,136.95,,,87.63,,,,22.68,,122.85,,,66.16,,,132.19,,,34.86,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,3-TOBACCO SUPPLIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RIZLA GREEN,,,,,,,,,,,0,,,,2,,,3,,0,,,1,,0,,,,1,,,,,7,,,,3.50,,,,2.500,,,0.42,,,-1784,,,0,,14.22,,
,,,,,,,,RIZLA FRESH MINT,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,0,,,,,2,,,,1.18,,,,0.480,,,0.50,,,-883,,,0,,51.19,,
,,,,,,,,SWAN EXTRA SLIM FILTERS,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,0,,,,1,,,,,2,,,,1.98,,,,1.180,,,0.47,,,-956,,,0,,28.48,,
,,,,,,,,RIZLA KINGSIZE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,0,,,,,1,,,,1.20,,,,0.590,,,0.41,,,-356,,,0,,41.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3-TOBACCO SUPPLIES,,,,,,,,,,,,,0,,,2,,,,3,,1,,,3,,,1,,,2,,,,12,,,,,7.86,,,,4.75,,,1.80,,,-3979,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sub Department Value,,,,,,,,,,,,,0.00,,,1.00,,,,1.50,,0.99,,,1.68,,,1.20,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-CIGS/TABBACO,,,,,,,,,,,,,,,,,,37,,,45,,,,44,,54,,,54,,72,,,43,,,,,349,,,,,"3,891.68",,,,"2,532.17",,710.90,,,,-128876,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Department Value,,,,,,,,,,,,,,,,,509.24,,,437.55,,,,439.22,,610.45,,,598.04,,820.02,,,477.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-CIGS/TABBACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dept:,,,,9-ALCOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,0-NO SUB DEPARTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MAGNUM TONIC WINE 200ML,,,,,,,,,,,7,,,,8,,,9,,5,,,8,,18,,,,9,,,,,64,,,,255.36,,,,138.620,,,74.18,,,-7546,,,0,,34.86,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TENNENTS PINT,,,,,,,,,,,6,,,,9,,,2,,18,,,2,,16,,,,10,,,,,63,,,,101.30,,,,88.200,,,-3.78,,,-1393,,,0,,-4.48,,
,,,,,,,,BUCKFAST TONIC WINE 35CL,,,,,,,,,,,3,,,,1,,,7,,4,,,4,,14,,,,8,,,,,41,,,,245.59,,,,148.580,,,56.07,,,-6665,,,0,,27.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUDWEISER 330ML,,,,,,,,,,,0,,,,7,,,0,,17,,,8,,8,,,,0,,,,,40,,,,40.00,,,,24.000,,,9.33,,,-1942,,,0,,28.00,,
,,,,,,,,FIREBALL MINATURE,,,,,,,,,,,3,,,,0,,,1,,8,,,3,,5,,,,4,,,,,24,,,,52.56,,,,32.400,,,11.40,,,-1976,,,0,,26.03,,
,,,,,,,,XF PURPLE CHERRY,,,,,,,,,,,0,,,,5,,,0,,1,,,3,,7,,,,3,,,,,19,,,,56.81,,,,49.210,,,-1.87,,,-53,,,0,,-3.95,,
,,,,,,,,STELLA ARTOIS 660ML,,,,,,,,,,,4,,,,0,,,5,,1,,,4,,0,,,,4,,,,,18,,,,49.50,,,,28.800,,,12.45,,,-1094,,,0,,30.18,,
,,,,,,,,GLENS VODKA 20CL.,,,,,,,,,,,1,,,,4,,,2,,1,,,3,,3,,,,2,,,,,16,,,,95.84,,,,89.440,,,-9.57,,,-1045,,,0,,-11.99,,
,,,,,,,,BUZZBALLZ STRAWBERRY RITA,,,,,,,,,,,0,,,,4,,,3,,0,,,1,,3,,,,3,,,,,14,,,,55.86,,,,50.260,,,-3.71,,,-589,,,0,,-7.97,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VK A&B,,,,,,,,,,,0,,,,0,,,0,,0,,,13,,0,,,,0,,,,,13,,,,49.27,,,,29.240,,,11.82,,,-13,,,0,,28.79,,
,,,,,,,,GLENS VODKA 35CL.,,,,,,,,,,,0,,,,1,,,0,,2,,,0,,6,,,,4,,,,,13,,,,127.27,,,,122.070,,,-16.01,,,-538,,,0,,-15.10,,
,,,,,,,,BUZZBALL BERRY CHERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,5,,,,5,,,,,12,,,,47.88,,,,43.080,,,-3.18,,,-166,,,0,,-7.97,,
,,,,,,,,STRONGBOW ORIGINAL.,,,,,,,,,,,0,,,,0,,,0,,2,,,5,,2,,,,1,,,,,10,,,,58.90,,,,19.980,,,29.10,,,-3570,,,0,,59.29,,
,,,,,,,,SMIRNOFF 5CL,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,8,,,,,10,,,,23.90,,,,15.900,,,4.02,,,-1026,,,0,,20.17,,
,,,,,,,,WHYTE & MACKAY 20CL,,,,,,,,,,,1,,,,1,,,1,,1,,,3,,1,,,,2,,,,,10,,,,67.90,,,,63.900,,,-7.32,,,-173,,,0,,-12.93,,
,,,,,,,,BUD PINTS 4PK,,,,,,,,,,,0,,,,0,,,1,,3,,,1,,4,,,,0,,,,,9,,,,62.91,,,,59.310,,,-6.89,,,-438,,,0,,-13.13,,
,,,,,,,,DRAGON SOOP DARK FRUIT,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,3,,,,5,,,,,9,,,,31.41,,,,27.810,,,-1.64,,,-259,,,0,,-6.25,,
,,,,,,,,SOOPA HOOCH LEMON,,,,,,,,,,,0,,,,0,,,0,,0,,,3,,6,,,,0,,,,,9,,,,26.91,,,,23.310,,,-0.89,,,-77,,,0,,-3.95,,
,,,,,,,,FOUR LOKO DARK BERRY BURST,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,2,,,,6,,,,,9,,,,34.11,,,,27.810,,,0.62,,,-1199,,,0,,2.16,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUZZBALLZ TEQUILA RITA,,,,,,,,,,,0,,,,2,,,0,,2,,,3,,0,,,,2,,,,,9,,,,35.91,,,,32.310,,,-2.39,,,-407,,,0,,-7.97,,
,,,,,,,,PERONI 620ML,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,6,,,,,8,,,,22.00,,,,14.800,,,3.53,,,-2683,,,0,,19.27,,
,,,,,,,,TENNENTS LAGER 4 X 500ML CANS,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,2,,,,4,,,,,8,,,,48.00,,,,44.800,,,-4.80,,,-406,,,0,,-12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GORDONS PINK GIN,,,,,,,,,,,0,,,,6,,,0,,0,,,2,,0,,,,0,,,,,8,,,,18.00,,,,14.800,,,0.20,,,-35,,,0,,1.33,,
,,,,,,,,MAGNERS ORIGINAL 4PK.,,,,,,,,,,,1,,,,2,,,0,,2,,,1,,1,,,,1,,,,,8,,,,46.80,,,,43.600,,,-4.60,,,-449,,,0,,-11.79,,
,,,,,,,,STELLA  ARTOIS PINTS 4PK,,,,,,,,,,,0,,,,1,,,1,,2,,,3,,1,,,,0,,,,,8,,,,55.92,,,,59.120,,,-12.52,,,-350,,,0,,-26.87,,
,,,,,,,,BREEZER LIME,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,8,,,,0,,,,,8,,,,15.92,,,,20.720,,,-7.45,,,-255,,,0,,-56.18,,
,,,,,,,,FOUR LOKO WHITE,,,,,,,,,,,2,,,,0,,,0,,0,,,2,,1,,,,3,,,,,8,,,,30.32,,,,25.520,,,-0.25,,,-809,,,0,,-1.00,,
,,,,,,,,THE FAMOUS GROUSE 35CL,,,,,,,,,,,1,,,,2,,,1,,0,,,2,,0,,,,1,,,,,7,,,,79.03,,,,76.230,,,-10.37,,,-74,,,0,,-15.75,,
,,,,,,,,SMIIRNOFF,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,4,,,,2,,,,,7,,,,76.23,,,,73.430,,,-9.91,,,-91,,,0,,-15.59,,
,,,,,,,,BUDWEISER 20 PK BTLS,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,1,,,,4,,,,,7,,,,132.93,,,,83.930,,,26.85,,,-1232,,,0,,24.23,,
,,,,,,,,TENNENTS 12 PACK,,,,,,,,440ml,,,0,,,,0,,,0,,1,,,1,,3,,,,2,,,,,7,,,,97.93,,,,61.530,,,20.08,,,-5064,,,0,,24.60,,
,,,,,,,,DRAGON SOOP RED KOLA,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,4,,,,,7,,,,24.43,,,,21.630,,,-1.27,,,-253,,,0,,-6.25,,
,,,,,,,,DRAGON SOOP MANGO PINK LEMONADE,,,,,,,,,,,1,,,,1,,,4,,0,,,1,,0,,,,0,,,,,7,,,,24.43,,,,21.630,,,-1.27,,,-91,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FIREBALL 200ML.,,,,,,,,,,,0,,,,0,,,3,,1,,,1,,1,,,,0,,,,,6,,,,41.94,,,,39.540,,,-4.59,,,-147,,,0,,-13.13,,
,,,,,,,,BULMERS ORIGINAL 500ML.,,,,,,,,,,,0,,,,2,,,0,,0,,,2,,2,,,,0,,,,,6,,,,16.50,,,,9.540,,,4.21,,,-238,,,0,,30.62,,
,,,,,,,,AU VODKA BLUE RASPBERRY SODA CAN,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,5,,,,,6,,,,16.74,,,,9.500,,,4.45,,,-1647,,,0,,31.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STELLA ARTOIS UNFILTERED 4PK.,,,,,,,,,,,2,,,,0,,,0,,1,,,1,,1,,,,1,,,,,6,,,,41.94,,,,25.590,,,9.36,,,-338,,,0,,26.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF ICE ORIGINAL 70CL,,,,,,,,,,,4,,,,0,,,0,,0,,,0,,0,,,,1,,,,,5,,,,17.45,,,,15.450,,,-0.91,,,-582,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW DARK FRUIT 10PK.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,3,,,,1,,,,,5,,,,65.00,,,,39.950,,,14.22,,,-2139,,,0,,26.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JD COCA COLA CAN,,,,,,,,,,,1,,,,1,,,0,,1,,,1,,1,,,,0,,,,,5,,,,12.95,,,,10.950,,,-0.16,,,-24,,,0,,-1.47,,
,,,,,,,,JIM BEAN BOURBON WHISKEY 70CL,,,,,,,,,,,0,,,,1,,,0,,0,,,1,,1,,,,2,,,,,5,,,,99.95,,,,97.950,,,-14.66,,,-87,,,0,,-17.60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRAGON SOOP WILD CHERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,4,,,,,5,,,,17.45,,,,15.450,,,-0.91,,,-253,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FOUR LOKO HAWAII,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,2,,,,,5,,,,18.95,,,,16.450,,,-0.66,,,-268,,,0,,-4.17,,
,,,,,,,,FOUR LOKO TROPICAL,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,4,,,,0,,,,,5,,,,18.95,,,,15.950,,,-0.16,,,-277,,,0,,-1.00,,
,,,,,,,,ISLA NEGRA CS,,,,,,,,,,,1,,,,0,,,0,,2,,,1,,0,,,,1,,,,,5,,,,32.45,,,,30.450,,,-3.41,,,-44,,,0,,-12.60,,
,,,,,,,,MATEUS ROSE,,,,,,,,,,,0,,,,0,,,0,,1,,,2,,1,,,,0,,,,,4,,,,31.96,,,,30.360,,,-3.73,,,-108,,,0,,-13.99,,
,,,,,,,,BUD LIGHT 440ML 4PK,,,,,,,,,,,2,,,,0,,,0,,1,,,0,,1,,,,0,,,,,4,,,,15.96,,,,14.360,,,-1.06,,,-142,,,0,,-7.97,,
,,,,,,,,KRONENBOURG 1664 PINTS 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,2,,,,,4,,,,31.00,,,,29.400,,,-3.57,,,-71,,,0,,-13.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SOOPA HOOCH BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,2,,,,0,,,,,4,,,,11.96,,,,10.360,,,-0.39,,,-121,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DESPERADO 4PK 440ML.,,,,,,,,,,,1,,,,1,,,0,,0,,,0,,2,,,,0,,,,,4,,,,34.76,,,,33.160,,,-4.19,,,-50,,,0,,-14.48,,
,,,,,,,,SOOPA HOOCH TROPICAL.,,,,,,,,,,,0,,,,1,,,1,,0,,,2,,0,,,,0,,,,,4,,,,11.96,,,,10.360,,,-0.39,,,-137,,,0,,-3.95,,
,,,,,,,,BUZZBALLS CHILI MANGO,,,,,,,,,,,0,,,,0,,,0,,0,,,4,,0,,,,0,,,,,4,,,,15.96,,,,14.360,,,-1.06,,,-183,,,0,,-7.97,,
,,,,,,,,ASAHI,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,1,,,,,4,,,,11.00,,,,8.400,,,0.77,,,-508,,,0,,8.36,,
,,,,,,,,AU VODKA CHERRYADE,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,3,,,,0,,,,,4,,,,11.56,,,,9.560,,,0.07,,,-774,,,0,,0.76,,
,,,,,,,,STRAWBERRY DAIQUIRI AU VODKA,,,,,,,,,,,0,,,,4,,,0,,0,,,0,,0,,,,0,,,,,4,,,,11.96,,,,10.360,,,-0.39,,,-289,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AU JUICY PEACH CANS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,1,,,,,4,,,,11.56,,,,9.960,,,-0.33,,,-134,,,0,,-3.39,,
,,,,,,,,REKORDERLIG STRAWBERRY LIME,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,4,,,,0,,,,,4,,,,10.00,,,,8.400,,,-0.07,,,-20,,,0,,-0.80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RED STRIPE PINTS,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,2,,,,,4,,,,31.40,,,,29.800,,,-3.63,,,-110,,,0,,-13.89,,
,,,,,,,,MCGUIGANS B/L SAUVIGNON BLANC.,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,1,,,,1,,,,,4,,,,29.94,,,,17.330,,,7.62,,,-121,,,0,,30.55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FOUR LOKO RED,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,1,,,,0,,,,,4,,,,15.16,,,,13.560,,,-0.93,,,-154,,,0,,-7.34,,
,,,,,,,,BUZZBALLZ CHOC TEASE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,2,,,,,4,,,,15.96,,,,14.360,,,-1.06,,,-471,,,0,,-7.97,,
,,,,,,,,SMIRNOFF,,,,,,,,70cl,,,0,,,,1,,,0,,1,,,1,,1,,,,0,,,,,4,,,,70.36,,,,68.760,,,-10.13,,,-74,,,0,,-17.27,,
,,,,,,,,XF BLUE RASPBERRY,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,0,,,,1,,,,,3,,,,20.97,,,,19.770,,,-2.30,,,-61,,,0,,-13.13,,
,,,,,,,,STRONGBOW DARK 4PK PINTS,,,,,,,,4 pints,,,0,,,,0,,,0,,1,,,2,,0,,,,0,,,,,3,,,,22.47,,,,19.170,,,-0.45,,,-662,,,0,,-2.38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WKD PINEAPPLE ICE,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,2,,,,,3,,,,9.87,,,,8.670,,,-0.45,,,-6,,,0,,-5.41,,
,,,,,,,,GORDONS 1/4,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,19.47,,,,18.270,,,-2.05,,,-36,,,0,,-12.60,,
,,,,,,,,SAN MIGUEL,,,,,,,,620ML,,,0,,,,1,,,0,,0,,,1,,0,,,,1,,,,,3,,,,8.25,,,,7.050,,,-0.18,,,-48,,,0,,-2.55,,
,,,,,,,,SMIRNOFF L,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,0,,,,1,,,,,3,,,,73.17,,,,71.970,,,-11.00,,,-266,,,0,,-18.03,,
,,,,,,,,GORDONS GIN & TONIC CAN.,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,0,,,,0,,,,,3,,,,6.57,,,,5.370,,,0.11,,,-267,,,0,,1.92,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LOKO FOUR CAMO,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,0,,,,0,,,,,3,,,,11.37,,,,9.870,,,-0.40,,,-325,,,0,,-4.17,,
,,,,,,,,MONSTER BEAST PINK POISON,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,1,,,,,3,,,,13.47,,,,12.270,,,-1.05,,,-6,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER BEAST WHITE HAZE,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,1,,,,0,,,,,3,,,,13.47,,,,12.270,,,-1.05,,,-6,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MONSTER BEAST MEAN GREEN,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,1,,,,0,,,,,3,,,,13.47,,,,12.270,,,-1.05,,,-8,,,0,,-9.31,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FOSTERS PINTS 4PK.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,0,,,,,3,,,,20.97,,,,14.000,,,3.48,,,-75,,,0,,19.91,,
,,,,,,,,XF ORANGE 20CL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,8.97,,,,7.770,,,-0.30,,,-89,,,0,,-3.95,,
,,,,,,,,PINK HOOCH RASPBERRY LEMONADE,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,0,,,,,3,,,,8.97,,,,7.770,,,-0.30,,,-175,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KOPPARBERG STRAWBERRY & LIME 500ML.,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,8.07,,,,4.000,,,2.73,,,-2847,,,0,,40.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW 4PK,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,2,,,,,3,,,,16.77,,,,15.570,,,-1.60,,,-74,,,0,,-11.41,,
,,,,,,,,GUINNESS 4PK.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,1,,,,1,,,,,3,,,,20.07,,,,18.870,,,-2.15,,,-850,,,0,,-12.83,,
,,,,,,,,ELDORADO 35CL 15%.,,,,,,,,,,,0,,,,2,,,1,,0,,,0,,0,,,,0,,,,,3,,,,17.97,,,,16.770,,,-1.80,,,-454,,,0,,-11.99,,
,,,,,,,,AU VODKA PINK LEMONADE CAN,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,8.67,,,,7.170,,,0.06,,,-444,,,0,,0.76,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MADRI 4PK BOTTLES,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,2,,,,,3,,,,20.97,,,,11.990,,,5.48,,,-153,,,0,,31.36,,
,,,,,,,,AU VODKA BLACK GRAPE SODA CAN,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,8.67,,,,6.870,,,0.36,,,-1191,,,0,,4.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GREY GOOSE STRAWBERRY & LEMONGRASS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,0,,,,,3,,,,7.77,,,,7.470,,,-1.00,,,-343,,,0,,-15.37,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
