,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RIZLA FRESH MINT,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,2,,,,0,,,,,4,,,,2.36,,,,0.960,,,1.01,,,-883,,,0,,51.19,,
,,,,,,,,SWAN EXTRA SLIM FILTERS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,1,,,,,3,,,,2.97,,,,1.770,,,0.71,,,-956,,,0,,28.48,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,3-TOBACCO SUPPLIES,,,,,,,,,,,,,0,,,2,,,,0,,3,,,2,,,7,,,1,,,,15,,,,,9.33,,,,6.07,,,1.71,,,-3623,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Sub Department Value,,,,,,,,,,,,,0.00,,,1.00,,,,0.00,,1.68,,,1.00,,,4.66,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-CIGS/TABBACO,,,,,,,,,,,,,,,,,,41,,,48,,,,41,,55,,,39,,79,,,58,,,,,361,,,,,"4,000.60",,,,"2,715.74",,618.09,,,,-109774,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Department Value,,,,,,,,,,,,,,,,,424.76,,,535.36,,,,494.64,,658.75,,,448.91,,787.97,,,650.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8-CIGS/TABBACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dept:,,,,9-ALCOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Sub Dept:,,,,,,,0-NO SUB DEPARTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUCKFAST TONIC WINE 35CL,,,,,,,,,,,7,,,,3,,,1,,9,,,2,,15,,,,19,,,,,56,,,,335.44,,,,202.940,,,76.59,,,-6665,,,0,,27.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TENNENTS PINT,,,,,,,,,,,5,,,,5,,,0,,8,,,5,,23,,,,6,,,,,52,,,,81.50,,,,72.800,,,-4.88,,,-1393,,,0,,-7.19,,
,,,,,,,,MAGNUM TONIC WINE 200ML,,,,,,,,,,,2,,,,8,,,6,,4,,,4,,3,,,,8,,,,,35,,,,139.65,,,,75.810,,,40.57,,,-7546,,,0,,34.86,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUDWEISER 330ML,,,,,,,,,,,8,,,,6,,,8,,3,,,0,,2,,,,5,,,,,32,,,,32.00,,,,19.200,,,7.47,,,-1942,,,0,,28.00,,
,,,,,,,,PERONI 620ML,,,,,,,,,,,0,,,,0,,,0,,3,,,0,,11,,,,6,,,,,20,,,,55.00,,,,37.000,,,8.83,,,-2683,,,0,,19.27,,
,,,,,,,,BUZZBALL BERRY CHERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,7,,,,13,,,,,20,,,,79.80,,,,71.800,,,-5.30,,,-166,,,0,,-7.97,,
,,,,,,,,FIREBALL MINATURE,,,,,,,,,,,11,,,,1,,,0,,1,,,0,,6,,,,0,,,,,19,,,,41.61,,,,25.650,,,9.03,,,-1976,,,0,,26.03,,
,,,,,,,,GLENS VODKA 20CL.,,,,,,,,,,,1,,,,3,,,2,,4,,,5,,0,,,,4,,,,,19,,,,113.81,,,,106.210,,,-11.37,,,-1045,,,0,,-11.99,,
,,,,,,,,BREEZER ORANGE,,,,,,,,,,,0,,,,0,,,1,,1,,,2,,2,,,,11,,,,,17,,,,33.83,,,,44.030,,,-15.84,,,-226,,,0,,-56.18,,
,,,,,,,,STELLA ARTOIS 660ML,,,,,,,,,,,0,,,,0,,,4,,4,,,0,,4,,,,4,,,,,16,,,,44.00,,,,25.600,,,11.07,,,-1094,,,0,,30.18,,
,,,,,,,,BUD PINTS 4PK,,,,,,,,,,,5,,,,0,,,2,,3,,,0,,4,,,,2,,,,,16,,,,111.84,,,,105.440,,,-12.24,,,-438,,,0,,-13.13,,
,,,,,,,,AU VODKA PINEAPPLE CRUSH CAN,,,,,,,,,,,4,,,,0,,,0,,0,,,0,,0,,,,11,,,,,15,,,,43.35,,,,34.350,,,1.78,,,-728,,,0,,4.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,AU VODKA BLUE RASPBERRY SODA CAN,,,,,,,,,,,4,,,,0,,,2,,0,,,0,,2,,,,5,,,,,13,,,,36.27,,,,20.580,,,9.65,,,-1647,,,0,,31.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GLENS VODKA 35CL.,,,,,,,,,,,2,,,,4,,,2,,1,,,0,,2,,,,1,,,,,12,,,,117.48,,,,112.680,,,-14.78,,,-538,,,0,,-15.10,,
,,,,,,,,TENNENTS 12 PACK,,,,,,,,440ml,,,2,,,,0,,,1,,2,,,2,,4,,,,1,,,,,12,,,,167.88,,,,105.480,,,34.42,,,-5064,,,0,,24.60,,
,,,,,,,,BULMERS ORIGINAL 500ML.,,,,,,,,,,,3,,,,2,,,0,,0,,,2,,2,,,,2,,,,,11,,,,30.25,,,,17.490,,,7.72,,,-238,,,0,,30.62,,
,,,,,,,,TENNENTS LAGER 4 X 500ML CANS,,,,,,,,,,,3,,,,0,,,0,,0,,,2,,3,,,,2,,,,,10,,,,60.00,,,,56.000,,,-6.00,,,-406,,,0,,-12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STELLA  ARTOIS PINTS 4PK,,,,,,,,,,,1,,,,0,,,4,,0,,,0,,2,,,,3,,,,,10,,,,69.90,,,,73.900,,,-15.65,,,-350,,,0,,-26.87,,
,,,,,,,,XF BLUE RASP,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,9,,,,1,,,,,10,,,,29.90,,,,25.900,,,-0.98,,,-57,,,0,,-3.95,,
,,,,,,,,FOUR LOKO WHITE,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,7,,,,2,,,,,10,,,,37.90,,,,31.900,,,-0.32,,,-809,,,0,,-1.00,,
,,,,,,,,BIRRA MORETTI 660ML,,,,,,,,,,,2,,,,0,,,0,,1,,,1,,4,,,,1,,,,,9,,,,24.75,,,,20.610,,,0.02,,,-1903,,,0,,0.07,,
,,,,,,,,STRONGBOW DARK FRUIT 10PK.,,,,,,,,,,,2,,,,0,,,0,,1,,,1,,1,,,,4,,,,,9,,,,117.00,,,,71.910,,,25.59,,,-2139,,,0,,26.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SOOPA HOOCH LEMON,,,,,,,,,,,1,,,,0,,,0,,1,,,4,,3,,,,0,,,,,9,,,,26.91,,,,23.310,,,-0.89,,,-77,,,0,,-3.95,,
,,,,,,,,AU JUICY PEACH CANS,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,8,,,,,8,,,,23.12,,,,19.920,,,-0.65,,,-134,,,0,,-3.39,,
,,,,,,,,DRAGON SOOP RED KOLA,,,,,,,,,,,0,,,,1,,,0,,3,,,1,,2,,,,1,,,,,8,,,,27.92,,,,24.720,,,-1.45,,,-253,,,0,,-6.25,,
,,,,,,,,AU VODKA CHERRYADE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,5,,,,,8,,,,23.12,,,,19.120,,,0.15,,,-774,,,0,,0.76,,
,,,,,,,,CASILLERO DEL DIABLO,,,,,,,,,,,2,,,,0,,,2,,1,,,0,,2,,,,1,,,,,8,,,,22.00,,,,23.120,,,-4.79,,,-117,,,0,,-26.11,,
,,,,,,,,KOPPARBERG SUMMER PUNCH,,,,,,,,,,,0,,,,0,,,0,,0,,,8,,0,,,,0,,,,,8,,,,21.52,,,,15.120,,,2.81,,,-43,,,0,,15.69,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SMIRNOFF ICE ORIGINAL 70CL,,,,,,,,,,,0,,,,1,,,0,,2,,,0,,0,,,,4,,,,,7,,,,24.43,,,,21.630,,,-1.27,,,-582,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW 10 PACK,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,2,,,,2,,,,,7,,,,91.00,,,,48.970,,,26.87,,,-1497,,,0,,35.43,,
,,,,,,,,FIREBALL 200ML.,,,,,,,,,,,1,,,,1,,,2,,1,,,0,,2,,,,0,,,,,7,,,,48.93,,,,46.130,,,-5.36,,,-147,,,0,,-13.13,,
,,,,,,,,HOOCH LEMON,,,,,,,,,,,2,,,,0,,,0,,0,,,1,,1,,,,3,,,,,7,,,,20.93,,,,18.130,,,-0.69,,,-141,,,0,,-3.95,,
,,,,,,,,BUDWEISER 20 PK BTLS,,,,,,,,,,,2,,,,0,,,1,,2,,,0,,1,,,,1,,,,,7,,,,132.93,,,,83.930,,,26.85,,,-1232,,,0,,24.23,,
,,,,,,,,GUINNESS 4PK.,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,1,,,,3,,,,,6,,,,40.14,,,,37.740,,,-4.29,,,-850,,,0,,-12.83,,
,,,,,,,,BUZZBALLZ TEQUILA RITA,,,,,,,,,,,0,,,,0,,,0,,4,,,0,,2,,,,0,,,,,6,,,,23.94,,,,21.540,,,-1.59,,,-407,,,0,,-7.97,,
,,,,,,,,KRONENBOURG 1664 PINTS 4PK,,,,,,,,,,,1,,,,1,,,1,,0,,,2,,0,,,,1,,,,,6,,,,46.50,,,,44.100,,,-5.35,,,-71,,,0,,-13.81,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BREEZER WATERMELOM,,,,,,,,,,,5,,,,0,,,1,,0,,,0,,0,,,,0,,,,,6,,,,11.94,,,,15.540,,,-5.59,,,-337,,,0,,-56.18,,
,,,,,,,,SMIRNOFF,,,,,,,,70cl,,,1,,,,0,,,1,,2,,,0,,0,,,,2,,,,,6,,,,105.54,,,,103.140,,,-15.19,,,-74,,,0,,-17.27,,
,,,,,,,,MD 20/20 BLUE RASPBERRY.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,2,,,,,5,,,,49.95,,,,28.750,,,12.88,,,-3123,,,0,,30.94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JIM BEAN BOURBON WHISKEY 70CL,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,1,,,,1,,,,,5,,,,99.95,,,,97.950,,,-14.66,,,-87,,,0,,-17.60,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ELDORADO 35CL 15%.,,,,,,,,,,,0,,,,3,,,0,,0,,,1,,1,,,,0,,,,,5,,,,29.95,,,,27.950,,,-2.99,,,-454,,,0,,-11.99,,
,,,,,,,,HENRY WESTON VINTAGE CIDER,,,,,,,,,,,2,,,,0,,,0,,3,,,0,,0,,,,0,,,,,5,,,,13.75,,,,8.120,,,3.34,,,-8,,,0,,29.13,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LOKO FOUR CAMO,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,4,,,,,5,,,,18.95,,,,16.450,,,-0.66,,,-325,,,0,,-4.17,,
,,,,,,,,CAPTAIN MORGAN PEPSI,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,4,,,,0,,,,,5,,,,11.25,,,,9.250,,,0.13,,,-15,,,0,,1.33,,
,,,,,,,,XF SOUR APPLE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,3,,,,,5,,,,14.95,,,,12.950,,,-0.49,,,-13,,,0,,-3.95,,
,,,,,,,,WHITE CLAW MANGO,,,,,,,,,,,4,,,,0,,,0,,0,,,0,,0,,,,0,,,,,4,,,,9.96,,,,5.000,,,3.30,,,-4,,,0,,39.81,,
,,,,,,,,DRAGON SOOP DARK FRUIT,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,3,,,,,4,,,,13.96,,,,12.360,,,-0.73,,,-259,,,0,,-6.25,,
,,,,,,,,CRUZCAMPO SEVILLA 660ML,,,,,,,,,,,0,,,,0,,,0,,3,,,0,,0,,,,1,,,,,4,,,,11.00,,,,10.360,,,-1.19,,,-113,,,0,,-13.02,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ASAHI,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,1,,,,0,,,,,4,,,,11.00,,,,8.400,,,0.77,,,-508,,,0,,8.36,,
,,,,,,,,ESTRELLA DAMM 660ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,4,,,,0,,,,,4,,,,10.00,,,,6.400,,,1.93,,,-628,,,0,,23.20,,
,,,,,,,,SMIRNOFF ICE RASPBERRY 70CL,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,2,,,,,4,,,,13.96,,,,12.360,,,-0.73,,,-208,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DMF SPICED RUM COLA,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,3,,,,,4,,,,8.00,,,,6.400,,,0.27,,,-443,,,0,,4.00,,
,,,,,,,,LAMBRINI ORIGINAL 1.25L,,,,,,,,,,,0,,,,1,,,1,,2,,,0,,0,,,,0,,,,,4,,,,19.96,,,,9.990,,,6.64,,,-496,,,0,,39.93,,
,,,,,,,,AU VODKA BLACK GRAPE SODA CAN,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,2,,,,,4,,,,11.56,,,,9.160,,,0.47,,,-1191,,,0,,4.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BUDWEISER 660ML,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,4,,,,,4,,,,11.00,,,,8.360,,,0.81,,,-1426,,,0,,8.80,,
,,,,,,,,SMIRNOFF 20CL,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,1,,,,1,,,,,4,,,,25.96,,,,25.160,,,-3.53,,,-95,,,0,,-16.30,,
,,,,,,,,STELLA ARTOIS 440ML 4PK,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,1,,,,1,,,,,4,,,,25.96,,,,24.360,,,-2.73,,,-73,,,0,,-12.60,,
,,,,,,,,WHYTE & MACKAY 20CL,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,1,,,,,4,,,,27.16,,,,25.560,,,-2.93,,,-173,,,0,,-12.93,,
,,,,,,,,SMIRNOFF L,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,1,,,,,4,,,,97.56,,,,95.960,,,-14.66,,,-266,,,0,,-18.03,,
,,,,,,,,CANTI PROSECCO 20CL.,,,,,,,,,,,0,,,,0,,,3,,0,,,0,,1,,,,0,,,,,4,,,,13.00,,,,8.400,,,2.43,,,-101,,,0,,22.46,,
,,,,,,,,THE FAMOUS GROUSE 35CL,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,1,,,,,4,,,,45.16,,,,43.560,,,-5.93,,,-74,,,0,,-15.75,,
,,,,,,,,JD COCA COLA CAN,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,1,,,,0,,,,,4,,,,10.36,,,,8.760,,,-0.13,,,-24,,,0,,-1.47,,
,,,,,,,,STRONGBOW DARK 4PK PINTS,,,,,,,,4 pints,,,1,,,,0,,,0,,1,,,0,,0,,,,1,,,,,3,,,,22.47,,,,19.170,,,-0.45,,,-662,,,0,,-2.38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW PINTS 4PK.,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,1,,,,,3,,,,20.85,,,,19.650,,,-2.28,,,-205,,,0,,-13.09,,
,,,,,,,,BREEZER LIME,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,0,,,,,3,,,,5.97,,,,7.770,,,-2.80,,,-255,,,0,,-56.18,,
,,,,,,,,KOPPARBERG ALCOHOL FREE.,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,1,,,,,3,,,,6.00,,,,6.870,,,-1.87,,,-274,,,0,,-37.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRAGON SOOP ORANGES,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,1,,,,,3,,,,10.47,,,,9.270,,,-0.55,,,-39,,,0,,-6.25,,
,,,,,,,,XF BLUE RASPBERRY,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,1,,,,0,,,,,3,,,,20.97,,,,19.770,,,-2.30,,,-61,,,0,,-13.13,,
,,,,,,,,RED STRIPE PINTS,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,1,,,,,3,,,,23.55,,,,22.350,,,-2.73,,,-110,,,0,,-13.89,,
,,,,,,,,SMIIRNOFF,,,,,,,,,,,2,,,,0,,,0,,0,,,1,,0,,,,0,,,,,3,,,,32.67,,,,31.470,,,-4.25,,,-91,,,0,,-15.59,,
,,,,,,,,MATEUS ROSE,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,1,,,,,3,,,,23.97,,,,22.770,,,-2.80,,,-108,,,0,,-13.99,,
,,,,,,,,MAGNERS ORIGINAL 4PK.,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,0,,,,2,,,,,3,,,,17.55,,,,16.350,,,-1.73,,,-449,,,0,,-11.79,,
,,,,,,,,1664 4PK CANS,,,,,,,,440ml,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,19.47,,,,18.270,,,-2.05,,,-22,,,0,,-12.60,,
,,,,,,,,BULMERS RED BERRIES & LIME 500ML.,,,,,,,,,,,3,,,,0,,,0,,0,,,0,,0,,,,0,,,,,3,,,,8.25,,,,4.770,,,2.11,,,-571,,,0,,30.62,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,STRONGBOW ORIGINAL.,,,,,,,,,,,1,,,,1,,,0,,1,,,0,,0,,,,0,,,,,3,,,,17.67,,,,5.990,,,8.73,,,-3570,,,0,,59.29,,
,,,,,,,,DESPERADOS 650ML.,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,1,,,,0,,,,,3,,,,10.50,,,,7.250,,,1.50,,,-1015,,,0,,17.17,,
,,,,,,,,MADRI 10PK CANS,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,2,,,,,3,,,,41.97,,,,27.570,,,7.41,,,-448,,,0,,21.17,,
,,,,,,,,MADRI 4PK BOTTLES,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,0,,,,2,,,,,3,,,,20.97,,,,11.990,,,5.48,,,-153,,,0,,31.36,,
,,,,,,,,WKD BLUE BOTTLES 4PK,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,3,,,,,3,,,,14.97,,,,13.770,,,-1.30,,,-44,,,0,,-10.38,,
,,,,,,,,FOUR LOKO GOLD,,,,,,,,,,,1,,,,1,,,0,,0,,,0,,1,,,,0,,,,,3,,,,11.37,,,,10.170,,,-0.70,,,-50,,,0,,-7.34,,
,,,,,,,,SMIRNOFF MANGO,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,0,,,,1,,,,,3,,,,9.00,,,,7.800,,,-0.30,,,-55,,,0,,-4.00,,
,,,,,,,,SMIRNOFF ICE 4PK  CANS,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,1,,,,0,,,,,3,,,,16.65,,,,15.450,,,-1.58,,,-5,,,0,,-11.35,,
,,,,,,,,BUZZBALLZ STRAWBERRY RITA,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,1,,,,,3,,,,11.97,,,,10.770,,,-0.80,,,-589,,,0,,-7.97,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FIREBALL LIQUEUR 35CL.,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,0,,,,0,,,,,2,,,,24.98,,,,24.180,,,-3.36,,,-24,,,0,,-16.16,,
,,,,,,,,FOUR LOKO BERRY,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,8.98,,,,8.180,,,-0.70,,,-37,,,0,,-9.31,,
,,,,,,,,DS APPLE & BLACKCURRANT,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,0,,,,1,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-73,,,0,,-6.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GREY GOOSE STRAWBERRY & LEMONGRASS,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,0,,,,0,,,,,2,,,,5.18,,,,4.980,,,-0.66,,,-343,,,0,,-15.37,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DESPERADOS 3PK,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,0,,,,0,,,,,2,,,,13.98,,,,7.750,,,3.90,,,-763,,,0,,33.49,,
,,,,,,,,WKD BLUE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,6.58,,,,5.780,,,-0.30,,,-94,,,0,,-5.41,,
,,,,,,,,FAMOUS GROUSE 20CL,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,0,,,,0,,,,,2,,,,13.58,,,,12.780,,,-1.46,,,-133,,,0,,-12.93,,
,,,,,,,,SMIRNOFF ICE TROPICAL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,2,,,,0,,,,,2,,,,6.98,,,,6.180,,,-0.36,,,-13,,,0,,-6.25,,
,,,,,,,,FOUR LOKO HAWAII,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,7.58,,,,6.580,,,-0.26,,,-268,,,0,,-4.17,,
,,,,,,,,THREE BARRELS BRANDY 70CL,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,0,,,,,2,,,,38.98,,,,38.180,,,-5.70,,,-33,,,0,,-17.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KOPPARBERG MIXED FRUIT 4PK.,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,0,,,,0,,,,,2,,,,11.98,,,,10.580,,,-0.60,,,-63,,,0,,-5.98,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BAREFOOT MALBEC,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,17.98,,,,13.180,,,1.80,,,-81,,,0,,12.04,,
,,,,,,,,ISLA NEGRA ROSE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,12.98,,,,12.180,,,-1.36,,,-90,,,0,,-12.60,,
,,,,,,,,ESTRELLA DAMM 4PK.,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,1,,,,,2,,,,12.98,,,,12.180,,,-1.36,,,-99,,,0,,-12.60,,
,,,,,,,,PINK HOOCH RASPBERRY LEMONADE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,1,,,,1,,,,,2,,,,5.98,,,,5.180,,,-0.20,,,-175,,,0,,-3.95,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CORONA EXTRA 4PK,,,,,,,,,,,1,,,,0,,,0,,0,,,1,,0,,,,0,,,,,2,,,,12.58,,,,6.660,,,3.82,,,-1101,,,0,,36.43,,
,,,,,,,,HEINEKEN 650ML.,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,0,,,,,2,,,,5.50,,,,4.180,,,0.40,,,-493,,,0,,8.80,,
,,,,,,,,FOUR LOKO DARK BERRY BURST,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,0,,,,2,,,,,2,,,,7.58,,,,6.180,,,0.14,,,-1199,,,0,,2.16,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GLENS PLATINUM VODKA 70CL,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,0,,,,0,,,,,2,,,,38.58,,,,28.780,,,3.37,,,-430,,,0,,10.48,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TENNENTS SUPER 4PK (2.79 EACH),,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,0,,,,,2,,,,22.32,,,,21.520,,,-2.92,,,-174,,,0,,-15.70,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
